id,genero,idgenero,año_ingreso,semestre_trimestre,idprograma,programa,facultad,campus,sede,jornada,duracionprograma,añooportuno,estadoalumno,idestadoalumno,tipoprograma
13037,Hombre,1,2016,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2018,Desertor,0,Magíster
13038,Mujer,0,2014,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
13039,Mujer,0,2015,1,UNAB26220,Magister en Comprensión Lectora y Producción de Textos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13040,Mujer,0,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13041,Mujer,0,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2019,Desertor,0,Magíster
13042,Hombre,1,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,EXT,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13043,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13044,Mujer,0,2017,2,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13045,Mujer,0,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13046,Hombre,1,2015,2,UNAB25409,Magister en Ingeniería Informática,Ingeniería,REP,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13047,Hombre,1,2016,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2018,Desertor,0,Magíster
13048,Mujer,0,2018,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2020,Activo,1,Magíster
13049,Mujer,0,2015,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13050,Mujer,0,2016,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13051,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,EXT,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13052,Mujer,0,2016,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13053,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2016,Desertor,0,Magíster
13054,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13055,Mujer,0,2015,2,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2018,Desertor,0,Magíster
13056,Hombre,1,2015,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13057,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13058,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13059,Hombre,1,2018,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13060,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13061,Mujer,0,2016,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,Vespertina,26,2018,Desertor,0,Magíster
13062,Mujer,0,2016,1,UNAB25502,Magíster en Potenciación de Aprendizajes,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13063,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13064,Mujer,0,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13065,Mujer,0,2014,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13066,Hombre,1,2017,2,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
13067,Hombre,1,2017,2,UNAB25419,Magíster en Tributación,Economía y Negocios,CON,Concepción,Vespertina,4,2020,Activo,1,Magíster
13068,Mujer,0,2017,2,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,CON,Concepción,Vespertina,28,2019,Desertor,0,Magíster
13069,Mujer,0,2014,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13070,Mujer,0,2016,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13071,Hombre,1,2016,1,UNAB15350,Magister en Fisiopatología Craneocervical Craneomandibular y Dolor Facial,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13072,Mujer,0,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13073,Mujer,0,2017,2,UNAB35551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,On Line,26,2019,Desertor,0,Magíster
13074,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,EXT,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13075,Hombre,1,2016,2,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13076,Mujer,0,2017,1,UNAB29981,Magister en Gestión Pedagógica y Curricular,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13077,Hombre,1,2016,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2018,Desertor,0,Magíster
13078,Hombre,1,2014,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2016,Desertor,0,Magíster
13079,Mujer,0,2014,1,UNAB25502,Magíster en Potenciación de Aprendizajes,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13080,Mujer,0,2016,1,UNAB15350,Magister en Fisiopatología Craneocervical Craneomandibular y Dolor Facial,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13081,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13082,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13083,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13084,Mujer,0,2014,2,UNAB15321,Magister en Enfermería,Enfermería,VIN,Viña del Mar,Diurna,4,2017,Desertor,0,Magíster
13085,Hombre,1,2015,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13086,Hombre,1,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13087,Mujer,0,2017,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13088,Hombre,1,2015,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13089,Mujer,0,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13090,Hombre,1,2017,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
13091,Mujer,0,2016,2,UNAB25551,Magister en Direccion de Recursos Humanos y Habilidades Directivas,Economía y Negocios,LNS,Santiago,Vespertina,26,2018,Desertor,0,Magíster
13092,Hombre,1,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2019,Desertor,0,Magíster
13093,Mujer,0,2015,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13094,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13095,Hombre,1,2017,2,UNAB35554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,On Line,28,2019,Desertor,0,Magíster
13096,Mujer,0,2014,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13097,Hombre,1,2018,2,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2021,Activo,1,Magíster
13098,Hombre,1,2015,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,Vespertina,3,2017,Desertor,0,Magíster
13099,Mujer,0,2015,2,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13100,Mujer,0,2017,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2019,Desertor,0,Magíster
13101,Hombre,1,2014,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13102,Mujer,0,2015,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13103,Mujer,0,2016,1,UNAB26220,Magister en Comprensión Lectora y Producción de Textos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13104,Hombre,1,2017,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13105,Mujer,0,2016,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13106,Mujer,0,2016,2,UNAB15484,Master International Business (MIB),Economía y Negocios,CAS,Santiago,Diurna,2,2018,Desertor,0,Magíster
13107,Hombre,1,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2019,Desertor,0,Magíster
13108,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13109,Mujer,0,2017,1,UNAB25554,Magister en Direccion de Empresas (MBA Executive),Economía y Negocios,LNS,Santiago,Vespertina,28,2019,Desertor,0,Magíster
13110,Mujer,0,2016,1,IPPG35481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13111,Hombre,1,2016,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2018,Desertor,0,Magíster
13112,Mujer,0,2014,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2016,Desertor,0,Magíster
13113,Mujer,0,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13114,Hombre,1,2014,1,UNAB25477,Magíster en Lenguaje y Comunicación,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13115,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2018,Desertor,0,Magíster
13116,Mujer,0,2014,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13117,Hombre,1,2014,2,UNAB35391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13118,Hombre,1,2017,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13119,Mujer,0,2016,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13120,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13121,Mujer,0,2015,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13122,Hombre,1,2017,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13123,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13124,Hombre,1,2016,1,UNAB25893,Magíster en Rendimiento Deportivo,Educación y Ciencias Sociales,CAS,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13125,Mujer,0,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13126,Mujer,0,2016,2,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2019,Desertor,0,Magíster
13127,Hombre,1,2017,2,UNAB25419,Magíster en Tributación,Economía y Negocios,VIN,Viña del Mar,Vespertina,4,2020,Activo,1,Magíster
13128,Mujer,0,2016,1,IPPG15348,MBA con Especialización en Salud,IPPG,REP,Santiago,Diurna,4,2018,Desertor,0,Magíster
13129,Mujer,0,2017,1,UNAB35553,Magister en Direccion Comercial y Marketing Estrategico,Economía y Negocios,PRO,Santiago,On Line,26,2019,Desertor,0,Magíster
13130,Hombre,1,2014,1,UNAB25491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,VIN,Viña del Mar,Vespertina,3,2016,Desertor,0,Magíster
13131,Mujer,0,2014,1,IPPG15481,Magíster en Salud Pública con Menciones (Mph),IPPG,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
13132,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2019,Desertor,0,Magíster
13133,Mujer,0,2017,1,UNAB35636,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,ANT,Santiago,On Line,3,2019,Desertor,0,Magíster
13134,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13135,Hombre,1,2014,1,UNAB15411,Magister en Ciencias Físicas,Ciencias Exactas,REP,Santiago,Diurna,4,2016,Desertor,0,Magíster
13136,Hombre,1,2015,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13137,Hombre,1,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13138,Mujer,0,2016,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13139,Hombre,1,2015,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13140,Mujer,0,2018,2,UNAB35338,Magíster en Gestión en Atención Primaria de Salud,Enfermería,REP,Santiago,On Line,4,2021,Activo,1,Magíster
13141,Hombre,1,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2019,Desertor,0,Magíster
13142,Mujer,0,2014,1,UNAB25502,Magíster en Potenciación de Aprendizajes,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2016,Desertor,0,Magíster
13143,Hombre,1,2018,2,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2021,Activo,1,Magíster
13144,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13145,Mujer,0,2014,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2016,Desertor,0,Magíster
13146,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13147,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13148,Hombre,1,2018,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13149,Mujer,0,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CON,Concepción,Vespertina,3,2016,Desertor,0,Magíster
13150,Mujer,0,2015,2,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13151,Mujer,0,2015,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2017,Desertor,0,Magíster
13152,Mujer,0,2016,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13153,Hombre,1,2018,2,IPPG35348,MBA con Especialización en Salud,IPPG,CAS,Santiago,On Line,4,2021,Activo,1,Magíster
13154,Hombre,1,2018,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2020,Activo,1,Magíster
13155,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13156,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13157,Mujer,0,2014,1,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13158,Hombre,1,2017,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13159,Hombre,1,2017,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2019,Desertor,0,Magíster
13160,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13161,Hombre,1,2015,1,IPPG35348,MBA con Especialización en Salud,IPPG,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13162,Hombre,1,2017,2,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2020,Activo,1,Magíster
13163,Hombre,1,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13164,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2018,Desertor,0,Magíster
13165,Hombre,1,2015,2,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13166,Hombre,1,2015,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2017,Desertor,0,Magíster
13167,Hombre,1,2014,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,CON,Concepción,Vespertina,4,2016,Desertor,0,Magíster
13168,Mujer,0,2016,1,UNAB35491,Magíster en Ingeniería Industrial con y Sin Menciones,Ingeniería,REP,Santiago,On Line,3,2018,Desertor,0,Magíster
13169,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13170,Hombre,1,2017,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13171,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13172,Mujer,0,2016,1,UNAB16354,Magister en Neuro Rehabilitación,Ciencias de la Rehabilitación,VIN,Viña del Mar,Diurna,4,2018,Desertor,0,Magíster
13173,Hombre,1,2016,1,UNAB35431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2018,Desertor,0,Magíster
13174,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13175,Mujer,0,2017,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13176,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13177,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13178,Mujer,0,2014,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13179,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13180,Mujer,0,2014,1,UNAB25317,Magister en Administración de Empresas,Economía y Negocios,CAS,Santiago,Vespertina,4,2016,Desertor,0,Magíster
13181,Mujer,0,2016,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CAS,Santiago,Diurna,4,2018,Desertor,0,Magíster
13182,Hombre,1,2017,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13183,Mujer,0,2015,1,UNAB25410,Magister en Enseñanza del Inglés Como Lengua Extranjera,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2017,Desertor,0,Magíster
13184,Hombre,1,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13185,Hombre,1,2017,1,UNAB25311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2019,Desertor,0,Magíster
13186,Mujer,0,2017,1,UNAB15321,Magister en Enfermería,Enfermería,CON,Concepción,Diurna,4,2019,Desertor,0,Magíster
13187,Hombre,1,2015,1,UNAB25391,Magister en Gestión de la Actividad Física y Deportiva,Educación y Ciencias Sociales,VIN,Viña del Mar,Vespertina,4,2017,Desertor,0,Magíster
13188,Mujer,0,2017,1,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13189,Mujer,0,2017,1,UNAB35520,Magíster en Intervención Socio-Jurídica en Familia,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13190,Mujer,0,2017,1,UNAB35405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2019,Desertor,0,Magíster
13191,Hombre,1,2014,2,UNAB25434,Magister en Terapia Ocupacional con Menciones,Ciencias de la Rehabilitación,CAS,Santiago,Vespertina,3,2016,Desertor,0,Magíster
13192,Hombre,1,2015,1,UNAB35311,Magister en Docencia para la Educación Superior,Educación y Ciencias Sociales,REP,Santiago,On Line,4,2017,Desertor,0,Magíster
13193,Mujer,0,2016,1,UNAB25431,Magíster en Desarrollo Curricular y Proyectos Educativos,Educación y Ciencias Sociales,RAN,Santiago,Vespertina,4,2018,Desertor,0,Magíster
13194,Hombre,1,2014,1,UNAB15351,Magíster en Terapia Manual Ortopédica,Ciencias de la Rehabilitación,CON,Concepción,Diurna,4,2016,Desertor,0,Magíster
13195,Mujer,0,2016,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2019,Desertor,0,Magíster
13196,Mujer,0,2017,2,UNAB25405,Magister en Dirección y Liderazgo para la Gestión Educacional,Educación y Ciencias Sociales,BEL,Santiago,Vespertina,4,2020,Activo,1,Magíster
